================================================================================
Airbench94 Training Configuration Log
================================================================================

AGC Used: False
Learning Rate (per 1024 examples): 23.0

Summary Results:
Mean Accuracy: 0.9254
Std Accuracy: 0.0055
Time Mean: 4.1179 seconds
Time Std: 1.6386 seconds

================================================================================

Detailed Training Logs:
================================================================================

|          |      5  |      1.0967  |     0.8838  |   0.7916  |               |              2.4857  |
|          |      6  |      1.0352  |     0.9375  |   0.8627  |               |              2.8964  |
|          |      7  |      1.0273  |     0.9268  |   0.8984  |               |              3.2996  |
|          |      8  |      0.9868  |     0.9453  |   0.9174  |               |              3.6998  |
|          |   eval  |      0.9868  |     0.9453  |   0.9174  |       0.9282  |              3.8695  |
------------------------------------------------------------------------------------------------------

|      11  |      0  |      1.4219  |     0.6924  |   0.7040  |               |              0.4265  |
|          |      1  |      1.3330  |     0.7500  |   0.7188  |               |              0.8626  |
|          |      2  |      1.2139  |     0.8271  |   0.7038  |               |              1.2906  |
|          |      3  |      1.1582  |     0.8574  |   0.7697  |               |              1.6956  |
|          |      4  |      1.1611  |     0.8584  |   0.8180  |               |              2.1170  |
|          |      5  |      1.0869  |     0.8828  |   0.8035  |               |              2.5204  |
|          |      6  |      1.0664  |     0.9082  |   0.8909  |               |              2.9247  |
|          |      7  |      1.0127  |     0.9414  |   0.8919  |               |              3.3305  |
|          |      8  |      0.9736  |     0.9619  |   0.9131  |               |              3.7324  |
|          |   eval  |      0.9736  |     0.9619  |   0.9131  |       0.9237  |              3.9018  |
------------------------------------------------------------------------------------------------------

|      12  |      0  |      1.4521  |     0.6885  |   0.6576  |               |              0.4173  |
|          |      1  |      1.2598  |     0.7920  |   0.6888  |               |              0.8494  |
|          |      2  |      1.1914  |     0.8369  |   0.7075  |               |              1.2743  |
|          |      3  |      1.1631  |     0.8682  |   0.7928  |               |              1.6829  |
|          |      4  |      1.1221  |     0.8682  |   0.8357  |               |              2.0824  |
|          |      5  |      1.0928  |     0.8896  |   0.8317  |               |              2.4878  |
|          |      6  |      1.0449  |     0.9160  |   0.8830  |               |              2.8914  |
|          |      7  |      1.0020  |     0.9443  |   0.9002  |               |              3.2938  |
|          |   eval  |      1.0020  |     0.9443  |   0.9002  |       0.9131  |              3.4635  |
------------------------------------------------------------------------------------------------------

|      13  |      0  |      1.4014  |     0.7236  |   0.5531  |               |              0.4182  |
|          |      1  |      1.2637  |     0.7949  |   0.7047  |               |              0.8617  |
|          |      2  |      1.2725  |     0.7881  |   0.6077  |               |              1.2916  |
|          |      3  |      1.1318  |     0.8760  |   0.7885  |               |              1.6950  |
|          |      4  |      1.1777  |     0.8525  |   0.8012  |               |              2.0956  |
|          |      5  |      1.1064  |     0.8857  |   0.8331  |               |              2.4990  |
|          |      6  |      1.0635  |     0.9023  |   0.8544  |               |              2.9053  |
|          |      7  |      1.0303  |     0.9336  |   0.9054  |               |              3.3080  |
|          |   eval  |      1.0303  |     0.9336  |   0.9054  |       0.9182  |              3.4770  |
------------------------------------------------------------------------------------------------------

|      14  |      0  |      1.3613  |     0.7607  |   0.6487  |               |              0.4175  |
|          |      1  |      1.2627  |     0.7998  |   0.6399  |               |              0.8428  |
|          |      2  |      1.1982  |     0.8359  |   0.7363  |               |              1.2728  |
|          |      3  |      1.1895  |     0.8438  |   0.8016  |               |              1.6727  |
|          |      4  |      1.1426  |     0.8594  |   0.8210  |               |              2.0771  |
|          |      5  |      1.1074  |     0.8877  |   0.8412  |               |              2.4840  |
|          |      6  |      1.0566  |     0.9209  |   0.8851  |               |              2.8827  |
|          |      7  |      1.0322  |     0.9248  |   0.8890  |               |              3.2833  |
|          |      8  |      0.9663  |     0.9629  |   0.9206  |               |              3.6824  |
|          |   eval  |      0.9663  |     0.9629  |   0.9206  |       0.9312  |              3.8538  |
------------------------------------------------------------------------------------------------------

|      15  |      0  |      1.3350  |     0.7656  |   0.6877  |               |              0.4203  |
|          |      1  |      1.2402  |     0.8193  |   0.7323  |               |              0.8444  |
|          |      2  |      1.2051  |     0.8164  |   0.6861  |               |              1.2713  |
|          |      3  |      1.2002  |     0.8271  |   0.4147  |               |              1.6942  |
|          |      4  |      1.1387  |     0.8623  |   0.8530  |               |              2.0967  |
|          |      5  |      1.1113  |     0.8916  |   0.8633  |               |              2.4906  |
|          |      6  |      1.0615  |     0.9121  |   0.8834  |               |              2.8961  |
|          |      7  |      1.0195  |     0.9346  |   0.8670  |               |              3.3075  |
|          |      8  |      0.9653  |     0.9600  |   0.9135  |               |              3.7055  |
|          |   eval  |      0.9653  |     0.9600  |   0.9135  |       0.9240  |              3.8751  |
------------------------------------------------------------------------------------------------------

|      16  |      0  |      1.4053  |     0.7207  |   0.5951  |               |              0.4193  |
|          |      1  |      1.2812  |     0.7832  |   0.4895  |               |              0.8426  |
|          |      2  |      1.2285  |     0.8174  |   0.7375  |               |              1.2677  |
|          |      3  |      1.1572  |     0.8633  |   0.7570  |               |              1.6622  |
|          |      4  |      1.1514  |     0.8574  |   0.8145  |               |              2.0639  |
|          |      5  |      1.0957  |     0.8906  |   0.8503  |               |              2.4464  |
|          |      6  |      1.0352  |     0.9238  |   0.8503  |               |              2.8299  |
|          |      7  |      1.0146  |     0.9404  |   0.8810  |               |              3.2371  |
|          |      8  |      0.9688  |     0.9639  |   0.9184  |               |              3.6399  |
|          |   eval  |      0.9688  |     0.9639  |   0.9184  |       0.9314  |              3.8090  |
------------------------------------------------------------------------------------------------------

|      17  |      0  |      1.3818  |     0.7451  |   0.5834  |               |              0.4209  |
|          |      1  |      1.2998  |     0.7783  |   0.7214  |               |              0.8533  |
|          |      2  |      1.2607  |     0.8066  |   0.7499  |               |              1.2816  |
|          |      3  |      1.1660  |     0.8594  |   0.8159  |               |              1.6828  |
|          |      4  |      1.1328  |     0.8818  |   0.8567  |               |              2.0860  |
|          |      5  |      1.1016  |     0.8887  |   0.8569  |               |              2.4905  |
|          |      6  |      1.0547  |     0.9150  |   0.8721  |               |              2.8945  |
|          |      7  |      1.0244  |     0.9355  |   0.8790  |               |              3.3014  |
|          |      8  |      0.9736  |     0.9590  |   0.9212  |               |              3.7074  |
|          |   eval  |      0.9736  |     0.9590  |   0.9212  |       0.9289  |              3.8785  |
------------------------------------------------------------------------------------------------------

|      18  |      0  |      1.3711  |     0.7373  |   0.6870  |               |              0.4202  |
|          |      1  |      1.2354  |     0.8154  |   0.5988  |               |              0.8513  |
|          |      2  |      1.2139  |     0.8350  |   0.7079  |               |              1.2701  |
|          |      3  |      1.1855  |     0.8447  |   0.7259  |               |              1.6728  |
|          |      4  |      1.1436  |     0.8760  |   0.8299  |               |              2.0744  |
|          |      5  |      1.0957  |     0.8906  |   0.8273  |               |              2.4830  |
|          |      6  |      1.0664  |     0.9131  |   0.8594  |               |              2.8908  |
|          |      7  |      1.0303  |     0.9229  |   0.8908  |               |              3.2934  |
|          |      8  |      0.9917  |     0.9443  |   0.9188  |               |              3.7010  |
|          |   eval  |      0.9917  |     0.9443  |   0.9188  |       0.9291  |              3.8723  |
------------------------------------------------------------------------------------------------------

|      19  |      0  |      1.4023  |     0.7207  |   0.6530  |               |              0.4330  |
|          |      1  |      1.2988  |     0.7891  |   0.5254  |               |              0.8657  |
|          |      2  |      1.2080  |     0.8379  |   0.7347  |               |              1.2874  |
|          |      3  |      1.1475  |     0.8701  |   0.7821  |               |              1.6960  |
|          |      4  |      1.1602  |     0.8506  |   0.8590  |               |              2.0984  |
|          |      5  |      1.0781  |     0.9053  |   0.8514  |               |              2.5002  |
|          |      6  |      1.0420  |     0.9248  |   0.8728  |               |              2.9076  |
|          |      7  |      1.0146  |     0.9385  |   0.8999  |               |              3.3052  |
|          |      8  |      0.9844  |     0.9531  |   0.9144  |               |              3.7059  |
|          |   eval  |      0.9844  |     0.9531  |   0.9144  |       0.9245  |              3.8755  |
------------------------------------------------------------------------------------------------------

|      20  |      0  |      1.3643  |     0.7539  |   0.6780  |               |              0.4343  |
|          |      1  |      1.3584  |     0.7627  |   0.4931  |               |              0.8605  |
|          |      2  |      1.2217  |     0.8281  |   0.7742  |               |              1.2856  |
|          |      3  |      1.1992  |     0.8320  |   0.7411  |               |              1.6887  |
|          |      4  |      1.1338  |     0.8779  |   0.7478  |               |              2.0871  |
|          |      5  |      1.0908  |     0.8975  |   0.7906  |               |              2.5077  |
|          |      6  |      1.0479  |     0.9170  |   0.8736  |               |              2.9067  |
|          |      7  |      1.0391  |     0.9238  |   0.8792  |               |              3.2928  |
|          |      8  |      0.9771  |     0.9521  |   0.9176  |               |              3.6880  |
|          |   eval  |      0.9771  |     0.9521  |   0.9176  |       0.9306  |              3.8605  |
------------------------------------------------------------------------------------------------------

|      21  |      0  |      1.3584  |     0.7705  |   0.6385  |               |              0.4212  |
|          |      1  |      1.2666  |     0.8047  |   0.6481  |               |              0.8403  |
|          |      2  |      1.1836  |     0.8379  |   0.7327  |               |              1.2686  |
|          |      3  |      1.1895  |     0.8438  |   0.8058  |               |              1.6699  |
|          |      4  |      1.1289  |     0.8750  |   0.8368  |               |              2.0643  |
|          |      5  |      1.0957  |     0.8984  |   0.8479  |               |              2.4669  |
|          |      6  |      1.0547  |     0.9248  |   0.8685  |               |              2.8702  |
|          |      7  |      1.0283  |     0.9307  |   0.8845  |               |              3.2766  |
|          |      8  |      0.9814  |     0.9502  |   0.9191  |               |              3.6781  |
|          |   eval  |      0.9814  |     0.9502  |   0.9191  |       0.9266  |              3.8488  |
------------------------------------------------------------------------------------------------------

|      22  |      0  |      1.3613  |     0.7461  |   0.5266  |               |              0.4215  |
|          |      1  |      1.2588  |     0.8164  |   0.6416  |               |              0.8397  |
|          |      2  |      1.2051  |     0.8320  |   0.7114  |               |              1.2694  |
|          |      3  |      1.1836  |     0.8330  |   0.7226  |               |              1.6562  |
|          |      4  |      1.1367  |     0.8711  |   0.8179  |               |              2.0543  |
|          |      5  |      1.0967  |     0.8916  |   0.8412  |               |              2.4611  |
|          |      6  |      1.0459  |     0.9121  |   0.8800  |               |              2.8648  |
|          |      7  |      1.0293  |     0.9219  |   0.8974  |               |              3.2696  |
|          |      8  |      0.9790  |     0.9590  |   0.9141  |               |              3.6722  |
|          |   eval  |      0.9790  |     0.9590  |   0.9141  |       0.9269  |              3.8434  |
------------------------------------------------------------------------------------------------------

|      23  |      0  |      1.3740  |     0.7432  |   0.6182  |               |              0.4223  |
|          |      1  |      1.2705  |     0.7969  |   0.6985  |               |              0.8408  |
|          |      2  |      1.2314  |     0.8252  |   0.7389  |               |              1.2678  |
|          |      3  |      1.1387  |     0.8701  |   0.8004  |               |              1.6707  |
|          |      4  |      1.1318  |     0.8613  |   0.7600  |               |              2.0730  |
|          |      5  |      1.0625  |     0.9102  |   0.8384  |               |              2.4751  |
|          |      6  |      1.0342  |     0.9238  |   0.8746  |               |              2.8786  |
|          |      7  |      1.0332  |     0.9307  |   0.9018  |               |              3.2810  |
|          |   eval  |      1.0332  |     0.9307  |   0.9018  |       0.9148  |              3.4541  |
------------------------------------------------------------------------------------------------------

|      24  |      0  |      1.3965  |     0.7529  |   0.5692  |               |              0.4230  |
|          |      1  |      1.3232  |     0.7520  |   0.4784  |               |              0.8463  |
|          |      2  |      1.2197  |     0.8174  |   0.6844  |               |              1.2735  |
|          |      3  |      1.1631  |     0.8506  |   0.7106  |               |              1.6678  |
|          |      4  |      1.1104  |     0.8926  |   0.8121  |               |              2.0728  |
|          |      5  |      1.0869  |     0.8867  |   0.8631  |               |              2.4588  |
|          |      6  |      1.0273  |     0.9238  |   0.8802  |               |              2.8563  |
|          |      7  |      1.0068  |     0.9375  |   0.8871  |               |              3.2546  |
|          |      8  |      0.9673  |     0.9658  |   0.9161  |               |              3.6547  |
|          |   eval  |      0.9673  |     0.9658  |   0.9161  |       0.9264  |              3.8267  |
------------------------------------------------------------------------------------------------------


================================================================================
